Order_ID,Order_Date,Region,Customer_Type,Warehouse_Location,Order_Quantity,Order_Value,Stock_Availability,Fulfillment_Rate,Delivery_Time (Days),Transportation_Cost,Delayed_Delivery,Shipment_Date,Product_Category,Product_Weight (kg),Order_Priority,Payment_Method,Warehouse_Capacity_Utilization (%),Stock_Replenishment_Time (Days),Carrier_Name,Mode_of_Transport,Profit_Margin (%),Operational_Cost (₹),Discount_Offered (%),Lost_Sales (₹),Order_Quarter,Lead_Time (Days),On_Time_Delivery (%),Customer_Rating (1-5),Return_Status,Reason_for_Return,Risk_Category
17147,1/17/2023 20:45,East,Retail,Delhi,117,28658.26333,772,0.75,10,2451.44,1,1/20/2023 20:45,Furniture,16.08,Low,Cash,91.61,4,FedEx,Rail,14.65,5223.06,6.26,4987.34,2023Q1,3,80.89,5,No,N/A,Low
17148,3/22/2024 3:32,South,E-commerce,Chennai,428,193814.0668,313,0.95,11,10305.9,0,3/25/2024 3:32,Automobile Parts,26.16,High,UPI,63.64,14,FedEx,Rail,29.07,36440.71,12.87,4018.13,2024Q1,3,96.81,1,No,N/A,Low
17149,6/1/2024 14:55,South,Retail,Kolkata,256,98386.32129,745,0.75,2,5804.04,0,6/3/2024 14:55,Electronics,15.96,Medium,Credit Card,66,12,Delhivery,Ship,16.65,13901.47,17.4,237.28,2024Q2,2,85.91,1,No,N/A,Low
17150,12/26/2023 8:12,North,E-commerce,Mumbai,437,80120.80362,558,0.75,14,5363.31,0,12/27/2023 8:12,Electronics,10.82,Medium,Cash,80.31,10,India Post,Air,26.46,7951.8,13.26,1178.37,2023Q4,1,91.75,1,No,N/A,Low
17151,8/15/2023 12:59,West,Retail,Kolkata,498,50031.89428,654,0.9,7,4204.21,0,8/21/2023 12:59,Electronics,13.42,High,UPI,65.51,3,Delhivery,Air,28.13,6040.22,6.5,106.94,2023Q3,6,85.66,2,No,N/A,Medium
17152,2/3/2024 4:21,East,Corporate,Mumbai,429,48195.01881,546,0.73,10,3438.23,0,2/6/2024 4:21,Automobile Parts,14.55,High,Cash,73.1,12,DHL,Road,6.06,5080.77,13.48,3928.94,2024Q1,3,80.8,1,No,N/A,Low
17153,2/25/2023 23:55,West,Wholesale,Mumbai,186,59136.38184,576,0.94,9,3896.05,0,2/27/2023 23:55,Apparel,3.78,Low,Cash,91.79,11,Blue Dart,Ship,15.64,9461.32,16.07,3897.91,2023Q1,2,99.66,2,No,N/A,Medium
17154,12/20/2023 10:16,Central,E-commerce,Mumbai,99,21269.32668,103,0.85,14,1541.9,0,12/24/2023 10:16,Groceries,1.38,Low,Cash,99.93,8,Delhivery,Ship,27.86,1938.12,2.62,2033.78,2023Q4,4,91.77,2,No,N/A,High
17155,7/11/2024 6:21,West,Retail,Mumbai,80,16588.4819,538,0.9,6,1240.09,1,7/16/2024 6:21,Automobile Parts,27.26,High,Net Banking,54.89,2,India Post,Ship,28.52,3198.51,2.99,2070.81,2024Q3,5,92.84,4,No,N/A,High
17156,7/4/2024 4:23,South,E-commerce,Kolkata,111,41184.59819,313,0.81,14,1746.94,1,7/10/2024 4:23,Apparel,6.32,High,Net Banking,50.85,6,Delhivery,Ship,12.55,5757.31,17.22,3062.14,2024Q3,6,89.84,5,No,N/A,High
17157,5/27/2023 14:22,South,Retail,Bangalore,370,116627.7673,394,0.86,12,3489.81,0,6/5/2023 14:22,Electronics,42.36,High,Cash,50.58,13,Blue Dart,Rail,12.79,7610.14,4.17,4283.92,2023Q2,9,87.35,1,No,N/A,Medium
17158,11/27/2024 22:15,East,Wholesale,Mumbai,345,84358.18128,351,0.79,13,6473.59,1,11/29/2024 22:15,Groceries,34.77,Low,Net Banking,65.26,14,FedEx,Rail,20.28,9735.09,11.88,1927.55,2024Q4,2,84.45,3,No,N/A,High
17159,8/16/2023 11:46,West,Retail,Kolkata,110,11882.89164,771,0.86,1,1099.13,0,8/20/2023 11:46,Apparel,40.32,High,Credit Card,83.39,4,India Post,Rail,26.56,1654.98,12.25,378.53,2023Q3,4,97.42,3,No,N/A,Medium
17160,2/7/2024 6:29,Central,Corporate,Kolkata,405,97660.89416,844,0.88,3,8061.73,0,2/12/2024 6:29,Automobile Parts,40.16,Low,Cash,94.25,5,DHL,Ship,7.28,16172.37,15.41,1947.74,2024Q1,5,80.04,5,No,N/A,Medium
17161,10/3/2023 2:11,West,Wholesale,Delhi,268,49098.17005,223,0.96,11,4168.96,0,10/5/2023 2:11,Furniture,32.27,Low,UPI,92.87,12,FedEx,Road,23.65,7068.75,13.92,4102.24,2023Q4,2,87.19,1,No,N/A,Low
17162,7/22/2023 12:32,Central,Wholesale,Chennai,488,127916.2533,177,0.88,5,11544.59,0,7/24/2023 12:32,Apparel,23.7,Low,Net Banking,97.47,14,DHL,Ship,27.47,21563.26,9.72,438.3,2023Q3,2,92.59,5,No,N/A,High
17163,4/28/2024 0:23,South,Corporate,Delhi,220,24335.61308,909,0.73,2,1312.68,1,5/4/2024 0:23,Apparel,21.59,Low,Cash,51.47,9,India Post,Ship,21.49,3562.59,13.35,2419.48,2024Q2,6,96.27,5,No,N/A,Medium
17164,10/29/2024 6:52,West,Wholesale,Kolkata,460,140177.436,306,0.85,13,7587.47,0,11/3/2024 6:52,Furniture,7.98,High,Credit Card,83.18,4,Blue Dart,Road,8.24,7116.93,11.94,2768.48,2024Q4,5,84.03,3,Yes,Wrong Product,Medium
17165,6/4/2024 21:46,West,Retail,Chennai,241,52373.70605,813,0.87,6,4069.51,0,6/7/2024 21:46,Groceries,22.77,High,Credit Card,88.38,13,India Post,Ship,11.98,4144.11,8.91,3088.3,2024Q2,3,86.95,2,Yes,Damaged,High
17166,1/24/2024 0:48,South,E-commerce,Delhi,125,23974.74061,840,0.93,13,664.85,1,1/31/2024 0:48,Automobile Parts,21.92,High,Net Banking,59.44,14,Delhivery,Road,10.02,3702.01,8.88,4866.54,2024Q1,7,97.2,3,No,N/A,Medium
17167,8/27/2024 10:15,North,E-commerce,Delhi,100,41649.65287,918,0.93,1,3839.69,0,9/5/2024 10:15,Automobile Parts,42.64,Medium,Net Banking,70.4,10,India Post,Road,22.09,6690.87,13.56,3501.17,2024Q3,9,80.81,4,No,N/A,Medium
17168,7/30/2024 21:41,West,E-commerce,Chennai,411,90492.21977,540,0.78,9,5343.15,0,7/31/2024 21:41,Furniture,17.21,Medium,Net Banking,96.43,10,Blue Dart,Road,18.31,8279.62,19.63,2685.6,2024Q3,1,91.09,3,No,N/A,Medium
17169,10/2/2023 5:10,South,Retail,Chennai,477,76739.43967,848,0.89,11,1549.72,0,10/11/2023 5:10,Electronics,14.34,Medium,Net Banking,63.79,7,DHL,Road,24.18,11738.15,5.79,1292.06,2023Q4,9,92.18,1,Yes,Damaged,Low
17170,3/7/2024 11:21,South,Wholesale,Bangalore,47,17935.02682,138,0.99,12,1686.25,0,3/8/2024 11:21,Automobile Parts,29.24,Low,UPI,56.63,5,India Post,Road,21.02,2612.85,12.44,1379.42,2024Q1,1,97.18,1,No,N/A,Medium
17171,4/4/2024 5:10,North,Corporate,Kolkata,147,47185.04334,370,0.91,11,2926.49,0,4/8/2024 5:10,Electronics,22.55,High,UPI,67.2,5,FedEx,Road,18.64,5612.45,13.4,2776.47,2024Q2,4,99.24,1,Yes,Late Delivery,Low
17172,2/13/2023 8:47,East,Wholesale,Delhi,470,56213.62213,185,0.92,12,5337.72,0,2/18/2023 8:47,Apparel,39.45,Medium,Cash,50.66,9,FedEx,Air,18.51,5601.33,11.5,2535.43,2023Q1,5,88.14,4,No,N/A,Medium
17173,8/19/2024 21:47,Central,E-commerce,Bangalore,335,70410.83243,955,0.96,1,4420.82,0,8/27/2024 21:47,Automobile Parts,44.51,High,Credit Card,54.62,14,Blue Dart,Road,24.34,9310.32,11.69,1670.64,2024Q3,8,81.36,4,No,N/A,Medium
17174,5/18/2024 5:44,Central,E-commerce,Delhi,393,62897.35779,449,0.79,10,3504.86,0,5/26/2024 5:44,Automobile Parts,40.12,Low,Credit Card,91.43,4,India Post,Ship,14.16,5479.52,9.84,2414.72,2024Q2,8,97.14,1,No,N/A,High
17175,10/6/2024 20:57,North,Corporate,Delhi,41,3966.54159,313,0.76,6,289.05,0,10/13/2024 20:57,Groceries,5.6,High,UPI,97.18,11,India Post,Road,28.58,761.64,8.32,1211.61,2024Q4,7,83.25,4,No,N/A,High
17176,9/12/2024 2:58,Central,Corporate,Delhi,119,48708.9021,696,0.76,10,2986.08,0,9/13/2024 2:58,Apparel,5.57,Medium,Cash,50.26,7,Blue Dart,Road,7.3,4165.19,6.68,1571.24,2024Q3,1,90.2,2,Yes,Late Delivery,High
17177,6/30/2024 19:47,Central,E-commerce,Mumbai,188,78476.44014,887,0.84,11,7419.48,0,7/5/2024 19:47,Apparel,25.54,High,Credit Card,76.91,9,Blue Dart,Ship,23.59,12048.89,3.74,2520.45,2024Q2,5,86.23,4,No,N/A,Medium
17178,1/26/2024 19:23,North,E-commerce,Chennai,183,72440.22619,794,0.73,3,5697.34,0,1/27/2024 19:23,Automobile Parts,8.08,High,Net Banking,66.71,5,Blue Dart,Road,16.34,5420.12,1.94,2359.79,2024Q1,1,91.37,4,Yes,Late Delivery,Medium
17179,10/21/2024 21:54,South,Retail,Mumbai,341,165299.8559,307,0.75,3,14320.7,0,10/25/2024 21:54,Apparel,25.89,High,Cash,95.92,4,DHL,Rail,24.33,26865.8,12.31,1496.56,2024Q4,4,88.51,2,No,N/A,High
17180,11/14/2023 3:26,North,Retail,Chennai,79,37629.35939,76,0.79,12,1790.99,0,11/21/2023 3:26,Groceries,30.78,Low,Credit Card,58.61,2,Blue Dart,Rail,23.11,2886.69,2.46,3765.29,2023Q4,7,80.13,3,No,N/A,Medium
17181,3/11/2024 18:44,East,Retail,Delhi,42,16669.90398,379,0.71,3,1616.65,0,3/14/2024 18:44,Groceries,42.5,Low,Cash,91.51,10,DHL,Ship,16.28,3285.31,10.15,2179.36,2024Q1,3,96.6,1,No,N/A,Low
17182,2/16/2024 9:30,East,Wholesale,Mumbai,293,46574.25278,290,0.72,13,3433.81,1,2/25/2024 9:30,Groceries,37.71,Low,Cash,69.57,6,India Post,Road,8.17,5035.94,9.48,4308.39,2024Q1,9,80.69,5,No,N/A,Low
17183,2/10/2024 1:04,West,Corporate,Mumbai,24,9751.343954,865,0.94,12,563.71,0,2/13/2024 1:04,Automobile Parts,17.47,High,Cash,52.48,12,DHL,Ship,27.21,1146.31,5,2769.74,2024Q1,3,82.18,4,No,N/A,High
17184,9/3/2023 12:33,Central,Wholesale,Delhi,83,34570.2872,52,0.75,13,2432.76,0,9/10/2023 12:33,Groceries,30.68,Low,Credit Card,91.11,8,DHL,Air,24.03,4351.21,4.92,2259.71,2023Q3,7,80.28,5,No,N/A,High
17185,5/11/2023 12:53,South,Wholesale,Mumbai,185,57358.2196,677,0.91,6,5265.62,0,5/13/2023 12:53,Electronics,10.67,High,Cash,98.44,11,Delhivery,Road,7.1,7647.52,2.94,4521.32,2023Q2,2,98.68,3,No,N/A,Low
17186,7/19/2023 7:26,West,Wholesale,Delhi,199,42492.85683,228,0.78,7,3102.14,0,7/24/2023 7:26,Automobile Parts,10.86,Low,UPI,53.52,13,India Post,Road,13.58,6723.38,13.29,3459.36,2023Q3,5,88.03,3,No,N/A,Medium
17187,10/28/2024 16:51,South,Wholesale,Mumbai,82,15332.33895,976,0.93,13,1005.46,0,10/29/2024 16:51,Furniture,22.34,Medium,UPI,92.5,4,Blue Dart,Ship,23.62,2832.15,10.47,1740.53,2024Q4,1,93.99,3,Yes,Wrong Product,High
17188,12/10/2024 1:07,East,E-commerce,Kolkata,210,12596.52925,536,0.72,5,551.27,0,12/15/2024 1:07,Furniture,46.88,Medium,Credit Card,52.72,3,FedEx,Ship,17.58,1279.13,4.27,3443.04,2024Q4,5,98.48,5,No,N/A,High
17189,5/8/2023 2:32,South,Retail,Delhi,244,112727.0056,402,0.75,3,5496.16,0,5/12/2023 2:32,Electronics,38.38,Low,UPI,78.41,5,India Post,Ship,7.79,17569.14,5.43,3241.7,2023Q2,4,94.11,5,No,N/A,Low
17190,5/25/2024 12:57,West,Wholesale,Kolkata,128,12385.75636,402,0.93,14,1138.94,1,5/27/2024 12:57,Automobile Parts,18.98,Medium,Credit Card,80.85,3,Delhivery,Road,24.55,2203.86,18.06,2501.19,2024Q2,2,85.41,4,No,N/A,Medium
17191,6/26/2023 11:00,West,Wholesale,Delhi,161,17988.13018,734,0.97,13,1081.27,0,6/30/2023 11:00,Electronics,44.66,Low,UPI,87.83,2,FedEx,Air,25.82,3014.25,2.02,468.92,2023Q2,4,93.68,4,No,N/A,Medium
17192,1/16/2023 4:27,South,E-commerce,Delhi,315,57704.91148,851,0.78,8,2815.95,0,1/19/2023 4:27,Furniture,44.97,Low,UPI,70.65,14,FedEx,Ship,21.38,8039.18,11.5,1922.98,2023Q1,3,84.17,2,Yes,Damaged,High
17193,5/16/2024 23:57,West,Retail,Bangalore,419,118771.1573,367,0.98,10,7046.78,0,5/25/2024 23:57,Electronics,36.42,Medium,Cash,54,7,India Post,Ship,15.32,19905.92,2.73,1184.99,2024Q2,9,94.15,2,No,N/A,Low
17194,8/30/2024 15:21,East,E-commerce,Kolkata,302,73824.14475,691,0.75,11,1844.87,0,9/2/2024 15:21,Groceries,33.68,Low,Cash,75.1,7,Blue Dart,Air,12.67,4007.73,3.09,3881.12,2024Q3,3,81.29,4,No,N/A,Medium
17195,5/8/2024 5:41,West,Corporate,Mumbai,338,51086.66083,300,0.78,7,4920.86,0,5/13/2024 5:41,Apparel,20.19,Low,Net Banking,69.92,3,Blue Dart,Road,28.37,4075.39,18.1,2741.72,2024Q2,5,84.96,4,Yes,Late Delivery,Low
17196,2/26/2023 13:56,Central,Wholesale,Mumbai,267,56948.5343,985,0.71,5,1801.06,1,2/28/2023 13:56,Electronics,8.74,Medium,Net Banking,88.45,3,Delhivery,Rail,23.17,10468.06,9.17,2262.82,2023Q1,2,98.78,5,No,N/A,High
17197,5/13/2023 10:26,South,Retail,Delhi,334,155293.108,262,0.82,9,11667.67,0,5/18/2023 10:26,Apparel,38.74,Medium,UPI,77.03,11,India Post,Ship,23.44,12655.61,13.85,4319.89,2023Q2,5,94.42,2,No,N/A,Low
17198,11/15/2024 0:07,South,E-commerce,Mumbai,46,18007.51057,492,0.75,5,472.49,0,11/16/2024 0:07,Furniture,36.98,Low,Cash,69.23,4,Blue Dart,Road,13.53,1946.09,10.22,1802.96,2024Q4,1,99.38,1,No,N/A,Low
17199,12/23/2024 18:32,South,E-commerce,Chennai,494,137863.6749,104,0.74,13,6818.24,0,12/31/2024 18:32,Groceries,37.12,Medium,UPI,55.43,5,India Post,Air,29.74,26441.48,3.12,4957.44,2024Q4,8,98.96,2,No,N/A,Medium
17200,2/25/2023 20:24,Central,Retail,Bangalore,75,16528.9378,109,0.76,13,1282.73,1,3/4/2023 20:24,Electronics,32.59,Medium,Net Banking,51.86,12,Blue Dart,Rail,12.85,1932.05,2.94,591.85,2023Q1,7,98.04,2,No,N/A,High
17201,5/18/2024 16:15,South,Wholesale,Mumbai,359,104800.4878,659,0.84,3,7315.77,0,5/21/2024 16:15,Electronics,49.96,Low,Credit Card,93.3,5,Blue Dart,Rail,25.92,6678.05,19.19,2905.04,2024Q2,3,91.57,3,No,N/A,Medium
17202,2/8/2024 14:01,South,Retail,Bangalore,384,36163.49857,405,0.95,12,2878.27,0,2/17/2024 14:01,Furniture,49.03,Low,Cash,65.93,4,Delhivery,Ship,24.16,2797.25,7.15,4580.68,2024Q1,9,88.35,5,No,N/A,Low
17203,8/24/2023 19:31,East,E-commerce,Kolkata,313,94236.83252,244,0.98,13,6720.89,0,8/26/2023 19:31,Electronics,34.86,Medium,Credit Card,64.8,2,DHL,Ship,26.28,6979.77,19.62,4189.17,2023Q3,2,86.49,5,Yes,Late Delivery,Low
17204,11/30/2024 6:20,South,E-commerce,Mumbai,389,154312.845,320,0.75,13,8296.94,0,12/2/2024 6:20,Groceries,48.17,Medium,Cash,63.72,5,FedEx,Air,22.09,25124.52,3.68,1054.71,2024Q4,2,94.81,1,No,N/A,Low
17205,4/21/2024 19:27,Central,Wholesale,Kolkata,24,10626.73319,983,0.71,7,367.58,0,4/27/2024 19:27,Apparel,36.34,High,Cash,90.61,11,Blue Dart,Air,14.45,1496.68,11.62,2805.99,2024Q2,6,85.03,4,No,N/A,Low
17206,3/29/2023 5:50,East,E-commerce,Delhi,289,27013.71175,599,0.89,13,2220.92,0,3/30/2023 5:50,Electronics,33.19,Medium,Net Banking,92.42,9,Delhivery,Air,24.74,4557.16,18.62,2784.68,2023Q1,1,81.1,2,No,N/A,Low
17207,8/20/2023 3:23,North,Corporate,Bangalore,173,31623.42588,423,0.91,14,1037.18,1,8/23/2023 3:23,Apparel,25.36,Low,UPI,96.25,13,DHL,Rail,18.65,4498.93,10.27,4857.52,2023Q3,3,93.79,2,No,N/A,Medium
17208,6/12/2023 14:05,North,Wholesale,Bangalore,55,11357.21164,897,0.97,4,722.32,0,6/19/2023 14:05,Groceries,11.86,Medium,UPI,79.07,10,FedEx,Air,9.85,1508.71,12.14,2875.92,2023Q2,7,80.9,1,No,N/A,Medium
17209,9/18/2024 7:54,West,Corporate,Chennai,485,137206.5123,175,0.96,2,12871.02,0,9/22/2024 7:54,Furniture,13.58,Medium,Net Banking,56.1,4,Delhivery,Road,6,27124.75,7.23,299.47,2024Q3,4,92.7,5,Yes,Damaged,Low
17210,4/22/2023 6:18,Central,Wholesale,Chennai,309,85145.85348,166,0.83,5,7562.37,0,4/23/2023 6:18,Furniture,38.79,High,Net Banking,82.07,14,Delhivery,Air,19.08,10620.54,1.3,894.17,2023Q2,1,84.35,3,No,N/A,High
17211,4/8/2023 2:23,West,Wholesale,Mumbai,143,23439.11991,89,0.92,4,479.66,1,4/17/2023 2:23,Automobile Parts,36.51,Low,Credit Card,71.13,7,Delhivery,Ship,29.41,3253.09,17,2293.58,2023Q2,9,88.5,5,No,N/A,Low
17212,9/16/2024 10:21,East,Corporate,Kolkata,65,17534.91586,753,0.91,3,1495.87,0,9/21/2024 10:21,Automobile Parts,23.2,Medium,Cash,85.39,6,Blue Dart,Road,24.51,1946.03,11.57,897.45,2024Q3,5,97.89,5,No,N/A,Medium
17213,3/12/2023 10:50,North,E-commerce,Mumbai,467,61969.98389,421,0.73,12,5753.68,1,3/20/2023 10:50,Automobile Parts,8.83,Low,Net Banking,63.57,14,India Post,Air,14.66,3511.28,14.81,431.9,2023Q1,8,81.08,2,No,N/A,High
17214,12/8/2023 9:10,North,Wholesale,Delhi,475,153709.7543,240,0.95,5,8981.11,0,12/10/2023 9:10,Automobile Parts,13.56,Low,Cash,67.17,9,Delhivery,Rail,22.84,20819.38,15.3,4133.1,2023Q4,2,96.05,5,No,N/A,High
17215,1/21/2023 17:37,East,Wholesale,Bangalore,20,1348.727612,972,0.74,3,48.06,0,1/27/2023 17:37,Electronics,16.64,Medium,UPI,93.56,9,Delhivery,Air,29.22,92.77,18.67,1715.52,2023Q1,6,84.17,1,No,N/A,Low
17216,8/9/2024 2:27,Central,Wholesale,Delhi,188,92967.0226,442,0.86,5,3803.55,0,8/12/2024 2:27,Automobile Parts,39.33,Medium,Net Banking,91.21,9,DHL,Road,28.03,12835.34,3.85,4446.02,2024Q3,3,94.3,2,No,N/A,Low
17217,2/10/2023 5:26,Central,E-commerce,Chennai,280,78890.10579,890,0.99,7,7505.89,1,2/12/2023 5:26,Electronics,15.26,Medium,Credit Card,91.61,12,Blue Dart,Ship,18.27,13437.35,0.64,3222.62,2023Q1,2,81.29,5,No,N/A,Medium
17218,12/26/2024 18:22,South,Wholesale,Kolkata,22,4812.793118,838,0.9,1,114.56,0,12/27/2024 18:22,Automobile Parts,8.84,Low,Cash,72.06,13,India Post,Air,6.29,840.65,5.75,4020.06,2024Q4,1,85.71,5,No,N/A,Low
17219,10/23/2023 4:02,Central,E-commerce,Delhi,65,12498.29007,444,0.94,13,875.69,0,10/27/2023 4:02,Apparel,25.01,Medium,UPI,69.47,13,Delhivery,Road,12.14,2473.11,12.31,865.68,2023Q4,4,92.66,5,No,N/A,High
17220,3/30/2023 2:52,South,Retail,Bangalore,363,47251.90448,518,0.96,12,4369.62,0,4/5/2023 2:52,Furniture,17.07,High,Net Banking,99.5,12,India Post,Road,14.31,3644.83,12.46,2641.82,2023Q1,6,82.9,4,No,N/A,Medium
17221,9/30/2024 12:31,North,E-commerce,Bangalore,56,14788.17144,321,0.75,9,684.73,0,10/3/2024 12:31,Groceries,2.14,Medium,Credit Card,79.52,10,Delhivery,Rail,26.92,1428.13,5.62,4792.75,2024Q3,3,86.12,3,No,N/A,High
17222,10/3/2024 3:36,North,Wholesale,Delhi,247,48637.4052,208,0.9,12,2272.42,0,10/4/2024 3:36,Furniture,9.52,Low,Net Banking,80.98,8,DHL,Road,12.01,4322.85,5.58,1700.51,2024Q4,1,95.69,4,Yes,Late Delivery,Medium
17223,9/27/2023 18:17,North,Retail,Delhi,471,84689.54978,574,0.93,11,3788.8,1,9/29/2023 18:17,Groceries,33.54,High,Credit Card,82.42,11,Delhivery,Ship,14.07,9434.24,3.53,409.22,2023Q3,2,88.42,1,No,N/A,High
17224,2/1/2023 12:56,West,Wholesale,Bangalore,70,7237.759194,607,0.98,1,596.27,0,2/3/2023 12:56,Groceries,27.12,Low,Net Banking,58.06,6,India Post,Ship,17.08,779.97,7.52,2400.15,2023Q1,2,94.12,1,No,N/A,Low
17225,8/10/2024 20:30,East,Wholesale,Bangalore,178,42415.52771,951,0.81,9,3779.97,0,8/17/2024 20:30,Apparel,33.49,High,Credit Card,64.14,11,DHL,Ship,8.7,5054.87,16.51,3489.59,2024Q3,7,91.36,3,No,N/A,Low
17226,3/13/2024 2:16,North,Corporate,Delhi,258,51139.15713,413,0.94,14,3710.37,1,3/19/2024 2:16,Electronics,36.83,Low,Cash,99.68,6,Blue Dart,Air,10.44,8446.61,6.9,2655.73,2024Q1,6,88.28,4,No,N/A,High
17227,11/3/2023 1:07,North,Wholesale,Delhi,377,167461.3118,521,0.73,11,16125.65,0,11/5/2023 1:07,Apparel,34.36,Medium,UPI,86.12,9,DHL,Road,18.23,18045.6,19.38,4581.25,2023Q4,2,90.74,2,No,N/A,High
17228,11/4/2023 20:55,North,Corporate,Mumbai,297,26344.70805,640,0.94,9,556.43,0,11/9/2023 20:55,Groceries,10.8,High,Credit Card,54.12,9,FedEx,Rail,23.89,2489.54,9.42,3138.58,2023Q4,5,91.62,1,No,N/A,Medium
17229,5/8/2023 20:03,Central,Corporate,Delhi,38,8156.699614,211,0.72,10,803.97,0,5/16/2023 20:03,Apparel,30.51,Low,UPI,60.86,6,DHL,Rail,19.54,796.43,14.53,3882.93,2023Q2,8,80.91,3,No,N/A,Low
17230,12/18/2024 8:52,North,Retail,Mumbai,91,13628.23124,581,0.74,5,1156.57,0,12/26/2024 8:52,Furniture,7.28,High,Credit Card,96.29,5,India Post,Air,11.98,1562.14,17.85,3326.5,2024Q4,8,90.51,4,No,N/A,High
17231,6/22/2023 22:54,Central,Corporate,Bangalore,169,70880.93616,902,0.96,13,3237.57,0,6/27/2023 22:54,Apparel,22.05,Low,UPI,53.39,12,Blue Dart,Road,5.49,13046.4,4.97,2343.43,2023Q2,5,99.76,2,No,N/A,High
17232,3/31/2024 15:19,North,E-commerce,Mumbai,332,92074.49322,523,0.94,3,3516.66,0,4/7/2024 15:19,Apparel,2.52,Low,Net Banking,77.75,14,FedEx,Ship,17.23,8934.95,0.25,2429.29,2024Q1,7,98.32,5,No,N/A,High
17233,9/8/2023 4:42,North,Wholesale,Bangalore,413,45990.97839,768,0.92,6,4421.09,0,9/17/2023 4:42,Furniture,41.97,High,UPI,73.96,12,Delhivery,Rail,20.32,5346.75,10.97,1850.91,2023Q3,9,80.92,5,No,N/A,Low
17234,7/15/2023 14:04,North,Corporate,Bangalore,221,108494.4017,148,0.92,1,4041.55,0,7/17/2023 14:04,Groceries,44.88,Medium,Credit Card,87.08,9,Delhivery,Road,7.46,6454.66,17.48,1660.99,2023Q3,2,97.83,3,No,N/A,Medium
17235,2/17/2024 8:17,South,Retail,Chennai,348,56705.77434,670,0.86,4,1772.15,1,2/23/2024 8:17,Electronics,48.93,Medium,Credit Card,66.77,7,Blue Dart,Rail,20.97,7088.34,5.62,1081.06,2024Q1,6,90.69,4,No,N/A,High
17236,2/9/2024 0:32,Central,E-commerce,Bangalore,16,2279.359648,633,0.74,11,143.66,0,2/10/2024 0:32,Groceries,42.1,Low,UPI,59.51,12,Blue Dart,Air,17.12,383.73,5.83,4304.43,2024Q1,1,99.04,1,No,N/A,High
17237,12/20/2023 15:32,East,Wholesale,Bangalore,59,18206.97839,323,0.98,14,439.08,0,12/22/2023 15:32,Apparel,0.94,Low,Cash,85.47,12,DHL,Air,7.1,3302.47,8.5,1920.67,2023Q4,2,95.77,2,No,N/A,Medium
17238,9/26/2023 1:59,East,E-commerce,Delhi,233,32275.88389,393,0.85,13,693.51,0,10/5/2023 1:59,Furniture,33.22,Low,Credit Card,96.33,6,DHL,Rail,27,6422.17,8.43,4481.86,2023Q3,9,92.19,3,No,N/A,Medium
17239,12/25/2024 23:06,West,Retail,Mumbai,136,35384.58921,196,0.71,14,761.76,0,12/29/2024 23:06,Automobile Parts,43.8,High,UPI,59.2,13,DHL,Ship,24.61,5264.79,11.21,2576.91,2024Q4,4,82.24,3,Yes,Wrong Product,Low
17240,7/10/2023 6:10,South,Wholesale,Kolkata,342,132445.6369,465,0.94,2,6202.78,0,7/16/2023 6:10,Automobile Parts,31.39,Medium,Net Banking,88.07,2,FedEx,Rail,6.48,11793.94,6.31,2622.89,2023Q3,6,95.74,5,No,N/A,Low
17241,10/20/2024 9:06,South,Corporate,Mumbai,384,115798.1239,790,0.75,2,3691.67,0,10/23/2024 9:06,Groceries,23.66,Low,Cash,86.71,2,India Post,Air,11.39,14461.53,2.43,468.84,2024Q4,3,90.4,1,No,N/A,Medium
17242,8/15/2023 12:59,South,Retail,Kolkata,249,83629.48445,870,0.85,3,7620.98,1,8/22/2023 12:59,Apparel,28.82,Low,Cash,79.16,3,DHL,Rail,25.36,14048.84,9.2,838.09,2023Q3,7,99.37,4,No,N/A,High
17243,9/17/2023 16:29,West,Wholesale,Mumbai,396,183209.0811,385,0.8,2,11672.2,0,9/25/2023 16:29,Automobile Parts,6.59,Low,Credit Card,65.36,14,Delhivery,Air,7.48,34150.29,16.68,2473.65,2023Q3,8,95.08,5,No,N/A,High
17244,7/12/2023 19:29,South,Retail,Kolkata,391,81638.40246,448,0.73,3,7605.74,0,7/16/2023 19:29,Automobile Parts,20.8,Medium,UPI,62.02,3,DHL,Road,27.16,6069.37,12.83,3659.09,2023Q3,4,89.91,3,No,N/A,High
17245,2/5/2023 8:03,North,Retail,Kolkata,94,8871.98709,753,0.85,1,235.54,0,2/13/2023 8:03,Furniture,25.37,High,Credit Card,95.05,4,Delhivery,Road,5.32,1050.93,0.28,1936.91,2023Q1,8,88.21,3,No,N/A,High
17246,11/3/2023 4:37,West,Corporate,Delhi,260,61112.45623,248,0.9,7,2251.25,0,11/11/2023 4:37,Groceries,12.5,Medium,UPI,74.19,4,Delhivery,Air,13.68,10153.1,9.55,2486.25,2023Q4,8,80.34,4,No,N/A,High
17247,2/22/2023 10:03,Central,Wholesale,Mumbai,14,4611.974485,719,0.88,2,318.8,0,2/24/2023 10:03,Furniture,10.51,High,Net Banking,55.73,10,Blue Dart,Ship,21.92,355.32,0.5,1226.03,2023Q1,2,88.25,5,No,N/A,Medium
